file_url,title,date,article_title,article_url,publication,description,divID,number
https://firstlook.org/theintercept/document/2014/03/12/one-way-quantum/,There Is More Than One Way to Quantum,3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs.",there-is-more-than-one-way-to-quantum,1076891
https://firstlook.org/theintercept/document/2014/03/17/nsa-secretly-masqueraded-facebook-hack-computers-surveillance/,Video: How the NSA Secretly Masqueraded as Facebook to Hack Computers for Surveillance,3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs.",,
https://firstlook.org/theintercept/document/2014/03/13/third-party-relationships/ ?Edi,Third Party Relationships,3/13/14,NSA Cooperative Third Party Relationships,https://firstlook.org/theintercept/article/2014/03/13/nsa-elected-officials-foreign-countries-unaware-countries-cooperation-us/,Intercept,A new NSA document sheds new light on what foreign officials know (and don't know) about spying operations in their own countries.,third-party-relationships,1084762
https://firstlook.org/theintercept/document/2014/03/12/thousands-implants/,Thousands of Implants,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,thousands-of-implants,1077721
https://firstlook.org/theintercept/document/2014/03/12/industrial-scale-exploitation/,Industrial-Scale Exploitation,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,industry-scale-exploitation,1077724
https://firstlook.org/theintercept/document/2014/03/12/nsa-technology-directorate-analysis-converged-data/,NSA Technology Directorate Analysis of Converged Data,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,nsa-technology-directorate-analysis-of-converged,1076889
https://firstlook.org/theintercept/document/2014/03/12/nsa-phishing-tactics-man-middle-attacks/,NSA Phishing Tactics and Man in the Middle Attacks,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,nsa-phishing-tactics-and-man-in-the-middle-attacks,1076859
https://firstlook.org/theintercept/document/2014/03/12/turbine-turmoil/,TURBINE and TURMOIL,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,turbine-and-turmoil,1076867
https://firstlook.org/theintercept/document/2014/03/12/menwith-hill-station-leverages-xkeyscore-quantum-yahoo-hotmail/,Menwith Hill Station Leverages XKeyscore for Quantum Against Yahoo and Hotmail,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,menwith-hill-station-leverages-xkeyscore-for,1076903
https://firstlook.org/theintercept/document/2014/03/12/nsa-gchqs-quantumtheory-hacking-tactics/,The NSA and GCHQ’s QUANTUMTHEORY Hacking Tactics,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,the-nsa-and-gchqs-quantumtheory-hacking-tactics,1076864
https://firstlook.org/theintercept/document/2014/03/12/five-eyes-hacking-large-routers/,Five Eyes Hacking Large Routers,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,five-eyes-hacking-large-routers,1076902
https://firstlook.org/theintercept/document/2014/03/12/selector-types/,Selector Types,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,selector-types,1076890
https://firstlook.org/theintercept/document/2014/03/12/vpn-voip-exploitation-hammerchant-hammerstein/,VPN and VOIP Exploitation With HAMMERCHANT and HAMMERSTEIN,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,vpn-and-voip-exploitation-with-hammerchant-and,1076868
https://firstlook.org/theintercept/document/2014/03/07/silenced-sid/,Silenced in SID,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?,silenced-in-sid,1059980
https://firstlook.org/theintercept/document/2014/03/07/an-interview-with-zelda/,An Interview with Zelda,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?,an-interview-with-zelda,1059976
https://firstlook.org/theintercept/document/2014/03/07/bain-de-soleil-bane-nsa/,Is Bain De Soleil a Bane on NSA?,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?,is-bain-de-soleil-a-bane-on-nsa,1059979
https://firstlook.org/theintercept/document/2014/03/07/guilty-proven-innocent/,Guilty Until Proven Innocent,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?,guilty-until-proven-innocent,1059978
https://firstlook.org/theintercept/document/2014/02/24/art-deception-training-new-generation-online-covert-operations/,The Art of Deception: Training for a New Generation of Online Covert Operations,2/24/14,Training for Covert Online Operations,https://firstlook.org/theintercept/2014/02/24/jtrig-manipulation/,Intercept,One of the many pressing stories that remains to be told from the Snowden archive is how western intelligence agencies are attempting to manipulate and control online discourse with extreme tactics of deception and reputation-destruction. ,the-art-of-deception-training-for-a-new,1021430
https://firstlook.org/theintercept/document/2014/02/18/psychology-new-kind-sigdev/,Psychology: A New Kind of SIGDEV,2/18/14,GCHQ SIGDEV,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.,psychology-a-new-kind-of-sigdev,1019236
https://firstlook.org/theintercept/document/2014/02/18/discovery-sigint-targeting-scenarios-compliance/,Discovery SIGINT Targeting Scenarios and Compliance,2/18/14,GCHQ SIGDEV,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.,discovery-sigint-targeting-scenarios-and,1019062
