file_url,title,date,article_title,article_url,publication,description
https://firstlook.org/theintercept/document/2014/03/12/turbine-turmoil/,TURBINE and TURMOIL,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/menwith-hill-station-leverages-xkeyscore-quantum-yahoo-hotmail/,Menwith Hill Station Leverages XKeyscore for Quantum Against Yahoo and Hotmail,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/nsa-gchqs-quantumtheory-hacking-tactics/,The NSA and GCHQ’s QUANTUMTHEORY Hacking Tactics,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/five-eyes-hacking-large-routers/,Five Eyes Hacking Large Routers,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/selector-types/,Selector Types,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/12/vpn-voip-exploitation-hammerchant-hammerstein/,VPN and VOIP Exploitation With HAMMERCHANT and HAMMERSTEIN,3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.
https://firstlook.org/theintercept/document/2014/03/07/silenced-sid/,Silenced in SID,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?
https://firstlook.org/theintercept/document/2014/03/07/an-interview-with-zelda/,An Interview with Zelda,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?
https://firstlook.org/theintercept/document/2014/03/07/bain-de-soleil-bane-nsa/,Is Bain De Soleil a Bane on NSA?,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?
https://firstlook.org/theintercept/document/2014/03/07/guilty-proven-innocent/,Guilty Until Proven Innocent,3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?
https://firstlook.org/theintercept/document/2014/02/24/art-deception-training-new-generation-online-covert-operations/,The Art of Deception: Training for a New Generation of Online Covert Operations,2/24/14,Training for Covert Online Operations,https://firstlook.org/theintercept/2014/02/24/jtrig-manipulation/,Intercept,One of the many pressing stories that remains to be told from the Snowden archive is how western intelligence agencies are attempting to manipulate and control online discourse with extreme tactics of deception and reputation-destruction. 
https://firstlook.org/theintercept/document/2014/02/18/psychology-new-kind-sigdev/,Psychology: A New Kind of SIGDEV,2/18/14,GCHQ SIGDEV,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.
https://firstlook.org/theintercept/document/2014/02/18/discovery-sigint-targeting-scenarios-compliance/,Discovery SIGINT Targeting Scenarios and Compliance,2/18/14,GCHQ SIGDEV,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.
