date,title,url,publication,description,tags
6/30/14,List of Foreign Entities Authorized for Surveillance,http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html?hpid=z5,Washington Post,The certification,"Edward Snowden, Timothy Edgar, Jameel Jaffer, Vanee Vines, NSA, Section 702, Jennifer Granick, nsa spying, us intelligence, fisa, fisa court, fisc, nsa authority"
6/30/14,ODNI Certification Regarding Foreign Entities,http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html?hpid=z5,Washington Post,The certification,"Edward Snowden, Timothy Edgar, Jameel Jaffer, Vanee Vines, NSA, Section 702, Jennifer Granick, nsa spying, us intelligence, fisa, fisa court, fisc, nsa authority"
6/30/14,"Court gave NSA broad leeway in surveillance, documents show",http://www.washingtonpost.com/world/national-security/court-gave-nsa-broad-leeway-in-surveillance-documents-show/2014/06/30/32b872ec-fae4-11e3-8176-f2c941cf35f1_story.html,Washington Post,The certification,"Edward Snowden, Timothy Edgar, Jameel Jaffer, Vanee Vines, NSA, Section 702, Jennifer Granick, nsa spying, us intelligence, fisa, fisa court, fisc, nsa authority"
6/18/14,Nostalgic recollections out of the NSA intranet from NSA workers formerly stationed in Bad Aibling,http://www.spiegel.de/media/media-34044.pdf,Der Spiegel,rawfile,
6/18/14,"Document excerpt on the sharing of the NSA spy tool XKeyscore with the Federal Office for the Protection of the Constitution (BfV), Germany's domestic intelligence agency",http://www.spiegel.de/media/media-34045.pdf,Der Spiegel,rawfile,
6/18/14,"Secret document on the cooperation between the NSA, BND and BfV in the fight against terrorism",http://www.spiegel.de/media/media-34046.pdf,Der Spiegel,rawfile,
6/18/14,Preliminary agenda of a meeting between high-ranking NSA and BND officials,http://www.spiegel.de/media/media-34116.pdf,Der Spiegel,rawfile,
6/18/14,Briefing on the visit to the NSA of a high-ranking BND official,http://www.spiegel.de/media/media-34117.pdf,Der Spiegel,rawfile,
6/18/14,Final agenda of a meeting between high-ranking NSA and BND officials,http://www.spiegel.de/media/media-34118.pdf,Der Spiegel,rawfile,
6/18/14,Internal NSA presentation on the BND's organization,http://www.spiegel.de/media/media-34050.pdf,Der Spiegel,rawfile,
6/18/14,Internal NSA discussion guidelines relating to cooperation with the BND and BfV,http://www.spiegel.de/media/media-34051.pdf,Der Spiegel,rawfile,
6/18/14,Internal NSA discussion guidelines in preparation for a meeting with high-ranking BND officials,http://www.spiegel.de/media/media-34119.pdf,Der Spiegel,rawfile,
6/18/14,Comprehensive internal summary of the history and current state of cooperation between the NSA and BND,http://www.spiegel.de/media/media-34053.pdf,Der Spiegel,rawfile,
6/18/14,FAQs on the Boundless Informant program,http://www.spiegel.de/media/media-34054.pdf,Der Spiegel,rawfile,
6/18/14,Boundless Informant statistics on Germany,http://www.spiegel.de/media/media-34055.pdf,Der Spiegel,rawfile,
6/18/14,Boundless Informant overview (global),http://www.spiegel.de/media/media-34058.pdf,Der Spiegel,rawfile,
6/18/14,"Boundless Informant statistics for so-called Third Parties, which includes Germany",http://www.spiegel.de/media/media-34059.pdf,Der Spiegel,rawfile,
6/18/14,"Boundless Informant statistics on data from ""Foreign Partners""",http://www.spiegel.de/media/media-34060.pdf,Der Spiegel,rawfile,
6/18/14,Overview of the use of Boundless Informant (world map),http://www.spiegel.de/media/media-34061.pdf,Der Spiegel,rawfile,
6/18/14,World map from the Boundless Informant program,http://www.spiegel.de/media/media-34062.pdf,Der Spiegel,rawfile,
6/18/14,"Zoom of a Boundless Informant document, with project names",http://www.spiegel.de/media/media-34064.pdf,Der Spiegel,rawfile,
6/18/14,Agenda for the visit of BSI Vice President Andreas Konen to the NSA,http://www.spiegel.de/media/media-34067.pdf,Der Spiegel,rawfile,
6/18/14,Report on the beginnings of the European Security Center (ESC) in the Dagger Complex,http://www.spiegel.de/media/media-34070.pdf,Der Spiegel,rawfile,
6/18/14,Report on the changing of the ESC's name to European Security Operations Center (ESOC),http://www.spiegel.de/media/media-34072.pdf,Der Spiegel,rawfile,
6/18/14,ESOC: Report on the experiences of one NSA worker,http://www.spiegel.de/media/media-34074.pdf,Der Spiegel,rawfile,
6/18/14,Report on the changing of the ESOC's name to European Cryptologic Center (ECC) including details on missions launched from there,http://www.spiegel.de/media/media-34076.pdf,Der Spiegel,rawfile,
6/18/14,Report on an XKeyscore training session at the ECC / Dagger Complex,http://www.spiegel.de/media/media-34077.pdf,Der Spiegel,rawfile,
6/18/14,Presentation on the spying program PRISM and ECC's participation,http://www.spiegel.de/media/media-34078.pdf,Der Spiegel,rawfile,
6/18/14,NSA/CSS presentation on technical surveillance in Europe and Africa,http://www.spiegel.de/media/media-34079.pdf,Der Spiegel,rawfile,
6/18/14,Report on an unexploded ordnance alarm at the European Technical Center in the Mainz-Kastel neighborhood of Wiesbaden,http://www.spiegel.de/media/media-34081.pdf,Der Spiegel,rawfile,
6/18/14,Report on an NSA SIGDEV training course for allied countries,http://www.spiegel.de/media/media-34082.pdf,Der Spiegel,rawfile,
6/18/14,Report on the technical expansion of the European Technical Center in the Mainz-Kastel neighborhood of Wiesbaden,http://www.spiegel.de/media/media-34083.pdf,Der Spiegel,rawfile,
6/18/14,Report on the NSA-BND cooperation known as Joint SIGINT Activity (JSA),http://www.spiegel.de/media/media-34084.pdf,Der Spiegel,rawfile,
6/18/14,Report on the surveillance of African countries by JSA,http://www.spiegel.de/media/media-34085.pdf,Der Spiegel,rawfile,
6/18/14,Restrictions on the technical surveillance performed by JSA,http://www.spiegel.de/media/media-34086.pdf,Der Spiegel,rawfile,
6/18/14,Report on data exchange between the NSA and BND within the JSA framework,http://www.spiegel.de/media/media-34087.pdf,Der Spiegel,rawfile,
6/18/14,Merkel in the database: Presentation from the Center for Content Extraction,http://www.spiegel.de/media/media-34089.pdf,Der Spiegel,rawfile,
6/18/14,Report on the NSA's access to TEMPORA,http://www.spiegel.de/media/media-34090.pdf,Der Spiegel,rawfile,
6/18/14,"Report on the work of NSA/CSS Europe, including the capture or killing of 40 terror suspects",http://www.spiegel.de/media/media-34091.pdf,Der Spiegel,rawfile,
6/18/14,Guidelines for the classification of NSA SIGINT details (1945-1967),http://www.spiegel.de/media/media-34093.pdf,Der Spiegel,rawfile,
6/18/14,Slide: Worldwide locations of the Cryptologic Services Groups,http://www.spiegel.de/media/media-34094.pdf,Der Spiegel,rawfile,
6/18/14,Slide: Worldwide locations of NSA/CSS satellite surveillance,http://www.spiegel.de/media/media-34095.pdf,Der Spiegel,rawfile,
6/18/14,US sites with NSA personnel in Germany,http://www.spiegel.de/media/media-34096.pdf,Der Spiegel,rawfile,
6/18/14,Logo of NSA-BND cooperation,http://www.spiegel.de/media/media-34088.pdf,Der Spiegel,rawfile,
6/18/14,"Explanation of Nymrod, a system for searching for people and places in databases and documents",http://www.spiegel.de/media/media-34097.pdf,Der Spiegel,rawfile,
6/18/14,NSA presentation on the work of Nymrod,http://www.spiegel.de/media/media-34098.pdf,Der Spiegel,rawfile,
6/18/14,Report on an NSA visit to the BND site in Schoningen and on data transfer from the BND to the NSA,http://www.spiegel.de/media/media-34099.pdf,Der Spiegel,rawfile,
6/18/14,"Presentation on the NSA/CIA unit Special Collection Service (SCS), active in US embassies around the world",http://www.spiegel.de/media/media-34100.pdf,Der Spiegel,rawfile,
6/18/14,Report on the one-year anniversary of the NSA liaison unit SUSLAG at the new site in the Mangfall Kaserne in Bad Aibling,http://www.spiegel.de/media/media-34101.pdf,Der Spiegel,rawfile,
6/18/14,Guidelines for the classification of SUSLAG details and the NSA-BND cooperation,http://www.spiegel.de/media/media-34102.pdf,Der Spiegel,rawfile,
6/18/14,"GCHQ report on the technical abilities of the powerful spying program TEMPORA, which allows for a ""full take""",http://www.spiegel.de/media/media-34103.pdf,Der Spiegel,rawfile,
6/18/14,Report on a WHARPDRIVE incident in an SSO presentation,http://www.spiegel.de/media/media-34104.pdf,Der Spiegel,rawfile,
6/18/14,Details on XKeyscore from an internal GCHQ website,http://www.spiegel.de/media/media-34105.pdf,Der Spiegel,rawfile,
6/18/14,Boundless Informant statistics on Great Britain,http://www.spiegel.de/media/media-34056.pdf,Der Spiegel,rawfile,
6/18/14,European Technical Center: Report on the experiences of one NSA,http://www.spiegel.de/media/media-34080.pdf,Der Spiegel,rawfile,
6/18/14,NSA/CSS Europe: Report on the experiences of one NSA worker,http://www.spiegel.de/media/media-34092.pdf,Der Spiegel,rawfile,
6/18/14,The NSA in Germany: Snowden's Documents Available for Download,http://www.spiegel.de/international/the-germany-file-of-edward-snowden-documents-available-for-download-a-975917.html,Der Spiegel,"In Edward Snowden's archive on NSA spying activities around the world, there are numerous documents pertaining to the agency's operations in Germany and its cooperation with German agencies. SPIEGEL is publishing 53 of them, available as PDF files.","International, NSA Spying Scandal, Edward Snowden"
6/18/14,Boundless Informant statistics on the UK,http://www.information.dk/databloggen/501278,Dagbladet,,
6/18/14,Report on data exchange between the NSA and BND within the JSA framework,http://www.information.dk/databloggen/501278,Dagbladet,,
6/18/14,Black Budget,http://www.information.dk/databloggen/501278,Dagbladet,,
6/18/14,Keith Alexander Talking Points,http://www.information.dk/databloggen/501278,Dagbladet,,
6/18/14,RAMPART-A Overview,http://www.information.dk/databloggen/501278,Dagbladet,,
6/16/14,Analytics for targets in Europe,http://www.spiegel.de/fotostrecke/photo-gallery-the-nsa-s-german-presence-fotostrecke-115738-4.html,Der Spiegel,This slide is also from the presentation prepared by the NSA site in Griesheim. It indicates that the US intelligence agency stores metadata for up to 90 days.,"SPIEGEL ONLINE, DER SPIEGEL, Nachrichten, News, International"
6/10/14,Xkeyscore Fingerprints,http://www.spiegel.de/fotostrecke/photo-gallery-the-nsa-s-german-presence-fotostrecke-115738-2.html,Der Spiegel,This slide is from a presentation prepared by the NSA site in Griesheim and refers to the comprehensive surveillance of suspected terrorists in Europe.,"SPIEGEL ONLINE, DER SPIEGEL, Nachrichten, News, International"
6/10/14,SANDKEY,https://www.eff.org/files/2014/06/10/dea-nsa-sandkey.pdf,Cryptome,rawfile,
5/19/14,SOMALGET memo,https://firstlook.org/theintercept/document/2014/05/19/somalget-memo/,Intercept,rawfile,
5/19/14,"SIDToday: DEA - The ""Other"" Warfighter",https://firstlook.org/theintercept/document/2014/05/19/sidtoday-dea-warfighter/,Intercept,rawfile,
5/19/14,SSO Dictionary Excerpt,https://firstlook.org/theintercept/document/2014/05/19/sso-dictionary-excerpt/,Intercept,rawfile,
5/19/14,MYSTIC,https://firstlook.org/theintercept/document/2014/05/19/mystic/,Intercept,rawfile,
5/19/14,"SSO March 14, 2013",https://firstlook.org/theintercept/document/2014/05/19/sso-march-14-2013/,Intercept,rawfile,
5/19/14,"SSO April 18, 2013 - What's New",https://firstlook.org/theintercept/document/2014/05/19/sso-april-18-2013-whats-new/,Intercept,rawfile,
5/19/14,"SSO May 2, 2013",https://firstlook.org/theintercept/document/2014/05/19/sso-may-2-2013/,Intercept,rawfile,
5/19/14,"SSO May 3, 2013 MYSTIC",https://firstlook.org/theintercept/document/2014/05/19/sso-may-3-2013-mystic/,Intercept,rawfile,
5/19/14,"SSO May 3, 2012",https://firstlook.org/theintercept/document/2014/05/19/sso-may-3-2012/,Intercept,rawfile,
5/19/14,Black Budget Excerpt,https://firstlook.org/theintercept/document/2014/05/19/black-budget/,Intercept,rawfile,
5/19/14,Data Pirates of the Caribbean: The NSA is Recording Every Cell Phone Call in the Bahamas,https://firstlook.org/theintercept/article/2014/05/19/data-pirates-caribbean-nsa-recording-every-cell-phone-call-bahamas/,Intercept,"The National Security Agency is secretly intercepting, recording, and archiving the audio of virtually every cell phone conversation on the island nation of the Bahamas. According to documents provided by NSA whistleblower Edward Snowden, the surveillance is part of a top-secret system – code-named SOMALGET – that was implemented without the knowledge or consent of the Bahamian>>",
4/30/14,No Place to Hide Documents,http://glenngreenwald.net/#BookDocuments,Glenn Greenwald,"No Place to Hide is a fearless, incisive, and essential contribution to our understanding of the U.S. surveillance state.","glenn greenwald, no place to hide, edward snowden, nsa, cia, surveillance, david miranda, government, wikileaks, metadata, prism, classified documents, leak, laura poitras, guardian, julian assange, book"
4/30/14,Prism Olympics,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.,
4/30/14,Ghostmachine,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.,
4/30/14,GCHQ Visit,https://firstlook.org/theintercept/article/2014/04/30/gchq-prism-nsa-fisa-unsupervised-access-snowden/,Intercept,Secret documents reveal that British surveillance agency GCHQ coveted the NSA's vast troves of private communications and sought “unsupervised access” to its data as recently as last year.,
4/4/14,GCHQ Full Spectrum Cyber Effects,https://firstlook.org/theintercept/2014/04/04/cuban-twitter-scam-social-media-tool-disseminating-government-propaganda/,Intercept,"The sham ""Cuban Twitter"" program, along with top secret NSA documents, show how western governments exploit the Internet to manipulate political discourse.",
4/4/14,2009 SIGDEV Conference,https://firstlook.org/theintercept/2014/04/04/cuban-twitter-scam-social-media-tool-disseminating-government-propaganda/,Intercept,"The sham ""Cuban Twitter"" program, along with top secret NSA documents, show how western governments exploit the Internet to manipulate political discourse.",
3/29/14,GCHQ and NSA Spy on Heads of State,http://www.spiegel.de/international/germany/gchq-and-nsa-targeted-private-german-companies-a-961444.html,Der Spiegel,Documents show that Britain's GCHQ intelligence service infiltrated German Internet firms and America's NSA obtained a court order to spy on Germany and collected information about the chancellor in a special database. Is it time for the country to open a formal espionage investigation?,"International, Germany, NSA Spying Scandal, Angela Merkel, United States"
3/22/14,Operation Shotgiant Objectives,http://www.nytimes.com/2014/03/23/world/asia/nsa-breached-chinese-servers-seen-as-spy-peril.html,NY Times,,
3/21/14,French Intelligence E-Mail Spying Operation,http://www.lemonde.fr/international/article/2014/03/21/la-france-suspectee-de-cyberattaque_4387232_3210.html,Le Monde,"Exclusif. Un document obtenu par Edward Snowden, que ",
3/20/14,Targeting System Administrator Accounts to Access Networks,https://firstlook.org/theintercept/article/2014/03/20/inside-nsa-secret-efforts-hunt-hack-system-administrators/,Intercept,"Across the world, people who work as system administrators keep computer networks in order – and this has turned them into unwitting targets of the NSA for simply doing their jobs.",
3/18/14,Adding Another Country to Mystic Program,http://www.washingtonpost.com/world/national-security/nsa-surveillance-program-reaches-into-the-past-to-retrieve-replay-phone-calls/2014/03/18/226d2646-ade9-11e3-a49e-76adc9210f19_story.html,Washington Post,Surveillance system is capable of recording ‘100 percent’ of calls in at least one foreign country.,"nsa, national security agency, retro, mystic, time machine, intelligence, intelligence gathering, metadta, bulk collection"
3/18/14,Description of Data Collection Under Mystic,http://www.washingtonpost.com/world/national-security/nsa-surveillance-program-reaches-into-the-past-to-retrieve-replay-phone-calls/2014/03/18/226d2646-ade9-11e3-a49e-76adc9210f19_story.html,Washington Post,Surveillance system is capable of recording ‘100 percent’ of calls in at least one foreign country.,"nsa, national security agency, retro, mystic, time machine, intelligence, intelligence gathering, metadta, bulk collection"
3/18/14,Mystic Program,http://www.washingtonpost.com/world/national-security/nsa-surveillance-program-reaches-into-the-past-to-retrieve-replay-phone-calls/2014/03/18/226d2646-ade9-11e3-a49e-76adc9210f19_story.html,Washington Post,Surveillance system is capable of recording ‘100 percent’ of calls in at least one foreign country.,"nsa, national security agency, retro, mystic, time machine, intelligence, intelligence gathering, metadta, bulk collection"
3/15/14,How NSA Servers Masquerade In Order to Infect Target with Malware,https://firstlook.org/theintercept/document/2014/03/17/nsa-secretly-masqueraded-facebook-hack-computers-surveillance/,Intercept,rawfile,
3/15/14,TURBINE Intelligence Command and Control,https://firstlook.org/theintercept/2014/03/15/nsa-facebook-malware-turbine-non-denial-denial/,Intercept,"On Wednesday, Glenn Greenwald and I revealed new details about the National Security Agency’s efforts to radically expand its ability to hack into computers and networks across the world. The story has received a lot of attention, and one detail in particular has sparked controversy: specifically, that the NSA secretly pretended to be a Facebook>>",
3/13/14,NSA Cooperative Third Party Relationships,https://firstlook.org/theintercept/article/2014/03/13/nsa-elected-officials-foreign-countries-unaware-countries-cooperation-us/,Intercept,A new NSA document sheds new light on what foreign officials know (and don't know) about spying operations in their own countries.,
3/12/14,TURBINE and TURMOIL,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,VPN and VOIP Exploitation With HAMMERCHANT and HAMMERSTEIN,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,TURBINE Industrial Scale Exploitation,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,MHS Leverages XKeyscore for Quantum,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,Increasing Collection Capacity by Increasing Implants,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,Five Eyes Hacking Large Routers,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,NSA Technology Directorate Analysis of Converged Data,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,NSA Selector Types,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,Multiple Methods of Quantum,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,NSA Phishing Tactics and Man in the Middle Attacks,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,Quantum Insert Diagrams,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/12/14,The NSA and GCHQ's QUANTUMTHEORY Hacking Tactics,https://firstlook.org/theintercept/article/2014/03/12/nsa-plans-infect-millions-computers-malware/,Intercept,The NSA is dramatically expanding its ability to covertly deploy malware on a mass scale.,
3/11/14,NSA Timeline of Surveillance Law Developments,http://www.nytimes.com/2014/03/12/us/how-a-courts-secret-evolution-extended-spies-reach.html?_r=0,NY Times,,
3/11/14,"Classification Guide for FISA, the Protect America Act and the FISA Amendments Act ",http://www.nytimes.com/2014/03/12/us/how-a-courts-secret-evolution-extended-spies-reach.html?_r=0,NY Times,,
3/11/14,Ashcroft Memo on Intelligence Sharing Procedures,http://www.nytimes.com/2014/03/12/us/how-a-courts-secret-evolution-extended-spies-reach.html?_r=0,NY Times,,
3/11/14,NSA Memo Expands Access to FISA Information,http://www.nytimes.com/2014/03/12/us/how-a-courts-secret-evolution-extended-spies-reach.html?_r=0,NY Times,,
3/11/14,Classification Guide for Stellarwind Program,http://www.nytimes.com/2014/03/12/us/how-a-courts-secret-evolution-extended-spies-reach.html?_r=0,NY Times,,
3/7/14,NSA Ask Zelda - Guilty Until Proven Innocent,https://firstlook.org/theintercept/document/2014/03/07/guilty-proven-innocent/,Intercept,rawfile,
3/7/14,NSA Ask Zelda - An Interview with Zelda,https://firstlook.org/theintercept/document/2014/03/07/an-interview-with-zelda/,Intercept,rawfile,
3/7/14,NSA Ask Zelda - Is Bain de Soleil a Bane on the NSA,https://firstlook.org/theintercept/document/2014/03/07/bain-de-soleil-bane-nsa/,Intercept,rawfile,
3/7/14,NSA Ask Zelda - Watching Every Word in Snitch City,https://firstlook.org/theintercept/document/2014/03/07/silenced-sid/,Intercept,rawfile,
3/7/14,Ask Zelda - The NSA Has An Advice Columnist. Seriously.,https://firstlook.org/theintercept/article/2014/03/07/nsa-advice-columnist-seriously/,Intercept,What if the National Security Agency had its own advice columnist? What would the eavesdroppers ask about?,
3/5/14,Dutch Shares Collected Anti-Piracy Information with NSA,http://www.nrc.nl/nieuws/2014/03/05/the-secret-role-of-the-dutch-in-the-american-war-on-terror/,NRC Handelsblad,"They are spectacular images: the deep blue sea, the shafts of light from the sinking sun, the dark silhouettes of the mountains on the Somali coast, the six pirates on the prow of the wooden boat, holding their arms in the air.","Nieuws, Beste van het web, Artikel, De NSA-dossiers, NSA"
3/3/14,DOJ Report on Pen Register FISA Orders,http://epic.org/2014/03/in-foia-lawsuit-epic-obtains-s.html,EPIC,,
2/27/14,GCHQ Optic Nerve,http://www.theguardian.com/world/2014/feb/27/gchq-nsa-webcam-images-internet-yahoo,Guardian,• Optic Nerve program collected Yahoo webcam images in bulk• 1.8m users targeted by UK agency in six-month period alone• Yahoo: 'A whole new level of violation of our users' privacy'• Material included large quantity of sexually explicit images,"The NSA files,NSA,GCHQ,Surveillance,Privacy,Data protection,Yahoo,Internet,Web browsers,Telecoms,Technology,World news,US news,UK news"
2/24/14,Training for Covert Online Operations,https://firstlook.org/theintercept/2014/02/24/jtrig-manipulation/,Intercept,One of the many pressing stories that remains to be told from the Snowden archive is how western intelligence agencies are attempting to manipulate and control online discourse with extreme tactics of deception and reputation-destruction. ,
2/18/14,GCHQ SIGDEV,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.,
2/18/14,Discovery Sigint Targeting Scenarios and Compliance,https://firstlook.org/theintercept/article/2014/02/18/snowden-docs-reveal-covert-surveillance-and-pressure-tactics-aimed-at-wikileaks-and-its-supporters/,Intercept,Top-secret documents from the National Security Agency and its British counterpart reveal for the first time how the governments of the United States and the United Kingdom targeted WikiLeaks and other activist groups with tactics ranging from covert surveillance to prosecution.,
2/15/14,SUSLOC Trade Document,http://www.nytimes.com/2014/02/16/us/document-describes-eavesdropping-on-american-law-firm.html,NY Times,,
2/11/14,Drones Intercepting Communications,https://firstlook.org/theintercept/article/2014/02/10/the-nsas-secret-role/,Intercept,"The National Security Agency is using complex analysis of electronic surveillance, rather than human intelligence, as the primary method to locate targets for lethal drone strikes – an unreliable tactic that results in the deaths of innocent or unidentified people. ",
2/8/14,Boundless Nederland,http://electrospaces.blogspot.com/2014/02/boundlessinformant-metadata-collection.html,NRC Handelsblad,,
2/7/14,GCHQ Honey Trap Cyber Attack - Background on JTRIG,http://www.nbcnews.com/news/investigations/snowden-docs-british-spies-used-sex-dirty-tricks-n23091,NBC,"British spies have developed “dirty tricks” for use against nations, hackers, terror groups, suspected criminals and arms dealers that include releasing comp...",
2/7/14,GCHQ Honey Trap Cyber Attack - Leveraging Foreign Journalists via JTRIG,http://www.nbcnews.com/news/investigations/snowden-docs-british-spies-used-sex-dirty-tricks-n23091,NBC,"British spies have developed “dirty tricks” for use against nations, hackers, terror groups, suspected criminals and arms dealers that include releasing comp...",
2/4/14,British Spies Attacked Hactivist Anonymous,http://www.nbcnews.com/news/investigations/war-anonymous-british-spies-attacked-hackers-snowden-docs-show-n21361,NBC,"A secret British spy unit created to mount cyber attacks on Britain’s enemies has waged war on the hacktivists of Anonymous and LulzSec, according to documen...",
1/31/14,CSEC Airport WiFi Tracking,http://www.cbc.ca/news/politics/csec-used-airport-wi-fi-to-track-canadian-travellers-edward-snowden-documents-1.2517881,CBC,"Canada's international spy agency, CSEC, tapped into the free Wi-Fi service at a major Canadian airport to track the comings and goings of cellphone-carrying travellers for two weeks, according to documents obtained by CBC News. It was apparently part of a trial run to see how wide an electronic net could be cast.",
1/30/14,COP15 Interception Document,http://www.information.dk/486360,Information DK,"At the Copenhagen Climate Summit in 2009, the world's nations were supposed to reach an agreement that would protect future generations against catastrophic climate change. But not everyone was playing by the rules. A leaked document now reveals that the US employed the NSA, its signals intelligence agency, to intercept information about other countries' views on the climate negotiations before and during the summit. According to observers, the spying may have contributed to the Americans getting their way in the negotiations",
1/30/14,COP15 Interception Document,http://www.information.dk/486360,Information DK,"At the Copenhagen Climate Summit in 2009, the world's nations were supposed to reach an agreement that would protect future generations against catastrophic climate change. But not everyone was playing by the rules. A leaked document now reveals that the US employed the NSA, its signals intelligence agency, to intercept information about other countries' views on the climate negotiations before and during the summit. According to observers, the spying may have contributed to the Americans getting their way in the negotiations",
1/28/14,Leaky Phone Apps,http://www.theguardian.com/world/2014/jan/27/nsa-gchq-smartphone-app-angry-birds-personal-data,Guardian,NSA and GCHQ developing capabilities to piggyback on commercial data from apps including Angry Birds for their own purposes,"NSA,Surveillance,GCHQ,Mobile phones,Technology,Apps,Smartphones,Android,iPhone,UK news,US news,World news,Angry Birds,Obama administration,Privacy"
1/27/14,Converged Analysis on Smartphone Devices,http://investigations.nbcnews.com/_news/2014/01/27/22469304-snowden-docs-reveal-british-spies-snooped-on-youtube-and-facebook,NBC,"By Richard Esposito, Matthew Cole and Mark Schone, with Glenn Greenwald, Special Contributor
The British government can tap into the cables carrying the world’s web traffic at will and spy on what people are doing on some of the world&rsquo",
1/27/14,Squeaky Dolphin,http://www.nytimes.com/2014/01/28/world/spy-agencies-scour-phone-apps-for-personal-data.html,NY Times,,
1/27/14,Mobile Theme Briefing ,http://www.nytimes.com/2014/01/28/world/spy-agencies-scour-phone-apps-for-personal-data.html,NY Times,,
1/16/14,Dishfire Presentation,http://www.theguardian.com/world/2014/jan/16/nsa-collects-millions-text-messages-daily-untargeted-global-sweep,Guardian,"NSA extracts location, contacts and financial transactions from up to 200 million texts daily that GCHQ can tap into to search metadata from UK numbers","The NSA files,NSA,Surveillance,GCHQ,World news,UK news,Technology,Mobile phones,Privacy,Obama administration"
1/2/14,Quantum Computing,http://www.washingtonpost.com/world/national-security/nsa-seeks-to-build-quantum-computer-that-could-crack-most-types-of-encryption/2014/01/02/8fff297e-7195-11e3-8def-a33011492df2_story.html,Washington Post,Documents provided by Snowden show race for a machine light-years ahead of those using zeroes and ones.,"Quantum computer and NSA, NSA and quantum computing, National Security Agency, NSA and Edward Snowden, Owning the Net, Penetrating Hard Targets, Richard Feynman, NSA and RSA, RSA, Cryptography, Public Key, Encryption, Snowden"
1/2/14,Quantum Computers Hard Targets,http://www.washingtonpost.com/world/national-security/nsa-seeks-to-build-quantum-computer-that-could-crack-most-types-of-encryption/2014/01/02/8fff297e-7195-11e3-8def-a33011492df2_story.html,Washington Post,Documents provided by Snowden show race for a machine light-years ahead of those using zeroes and ones.,"Quantum computer and NSA, NSA and quantum computing, National Security Agency, NSA and Edward Snowden, Owning the Net, Penetrating Hard Targets, Richard Feynman, NSA and RSA, RSA, Cryptography, Public Key, Encryption, Snowden"
